"","Photo","Group","Class","sizeLow","sizeUp"
"1869",5,"P1","c4",12,16
"1870",5,"P1","c4",12,16
"1871",6,"P1","c4",12,16
"1872",6,"P1","c4",12,16
"1873",6,"P1","c4",12,16
"1874",6,"P1","c4",12,16
"1875",7,"P1","c4",12,16
"1876",7,"P1","c4",12,16
"1877",7,"P1","c4",12,16
"1878",7,"P1","c4",12,16
"1879",7,"P1","c4",12,16
"1880",8,"P1","c4",12,16
"1881",8,"P1","c4",12,16
"1882",8,"P1","c4",12,16
"1883",8,"P1","c4",12,16
"1884",9,"P1","c4",12,16
"1885",9,"P1","c4",12,16
"1886",9,"P1","c4",12,16
"1887",9,"P1","c4",12,16
"1888",9,"P1","c4",12,16
"1889",9,"P1","c4",12,16
"1890",9,"P1","c4",12,16
"1891",9,"P1","c4",12,16
"1892",10,"P1","c4",12,16
"1893",10,"P1","c4",12,16
"1894",10,"P1","c4",12,16
"1895",10,"P1","c4",12,16
"1896",10,"P1","c4",12,16
"1897",10,"P1","c4",12,16
"1898",10,"P1","c4",12,16
"1899",10,"P1","c4",12,16
"1900",10,"P1","c4",12,16
"1901",10,"P1","c4",12,16
"1902",10,"P1","c4",12,16
"1903",10,"P1","c4",12,16
"1904",10,"P1","c4",12,16
"1905",10,"P1","c4",12,16
"1906",11,"P1","c4",12,16
"1907",11,"P1","c4",12,16
"1908",11,"P1","c4",12,16
"1909",11,"P1","c4",12,16
"1910",11,"P1","c4",12,16
"1911",11,"P1","c4",12,16
"1912",11,"P1","c4",12,16
"1913",11,"P1","c4",12,16
"1914",11,"P1","c4",12,16
"1915",11,"P1","c4",12,16
"1916",11,"P1","c4",12,16
"1917",11,"P1","c4",12,16
"1918",11,"P1","c4",12,16
"1919",11,"P1","c4",12,16
"1920",11,"P1","c4",12,16
"1921",11,"P1","c4",12,16
"1922",12,"P1","c4",12,16
"1923",12,"P1","c4",12,16
"1924",12,"P1","c4",12,16
"1925",12,"P1","c4",12,16
"1926",12,"P1","c4",12,16
"1927",12,"P1","c4",12,16
"1928",12,"P1","c4",12,16
"1929",13,"P2","c4",12,16
"1930",13,"P2","c4",12,16
"1931",13,"P2","c4",12,16
"1932",13,"P2","c4",12,16
"1933",13,"P2","c4",12,16
"1934",13,"P2","c4",12,16
"1935",13,"P2","c4",12,16
"1936",13,"P2","c4",12,16
"1937",13,"P2","c4",12,16
"1938",13,"P2","c4",12,16
"1939",13,"P2","c4",12,16
"1940",13,"P2","c4",12,16
"1941",13,"P2","c4",12,16
"1942",13,"P2","c4",12,16
"1943",13,"P2","c4",12,16
"1944",13,"P2","c4",12,16
"1945",13,"P2","c4",12,16
"1946",13,"P2","c4",12,16
"1947",13,"P2","c4",12,16
"1948",13,"P2","c4",12,16
"1949",13,"P2","c4",12,16
"1950",13,"P2","c4",12,16
"1951",13,"P2","c4",12,16
"1952",13,"P2","c4",12,16
"1953",13,"P2","c4",12,16
"1954",13,"P2","c4",12,16
"1955",13,"P2","c4",12,16
"1956",14,"P2","c4",12,16
"1957",14,"P2","c4",12,16
"1958",14,"P2","c4",12,16
"1959",14,"P2","c4",12,16
"1960",14,"P2","c4",12,16
"1961",14,"P2","c4",12,16
"1962",14,"P2","c4",12,16
"1963",14,"P2","c4",12,16
"1964",14,"P2","c4",12,16
"1965",14,"P2","c4",12,16
"1966",14,"P2","c4",12,16
"1967",14,"P2","c4",12,16
"1968",14,"P2","c4",12,16
"1969",14,"P2","c4",12,16
"1970",14,"P2","c4",12,16
"1971",14,"P2","c4",12,16
"1972",14,"P2","c4",12,16
"1973",14,"P2","c4",12,16
"1974",14,"P2","c4",12,16
"1975",14,"P2","c4",12,16
"1976",15,"P2","c4",12,16
"1977",15,"P2","c4",12,16
"1978",15,"P2","c4",12,16
"1979",15,"P2","c4",12,16
"1980",15,"P2","c4",12,16
"1981",15,"P2","c4",12,16
"1982",15,"P2","c4",12,16
"1983",15,"P2","c4",12,16
"1984",15,"P2","c4",12,16
"1985",15,"P2","c4",12,16
"1986",15,"P2","c4",12,16
"1987",15,"P2","c4",12,16
"1988",15,"P2","c4",12,16
"1989",16,"P2","c4",12,16
"1990",16,"P2","c4",12,16
"1991",16,"P2","c4",12,16
"1992",16,"P2","c4",12,16
"1993",16,"P2","c4",12,16
"1994",17,"P2","c4",12,16
"1995",17,"P2","c4",12,16
"1996",17,"P2","c4",12,16
"1997",17,"P2","c4",12,16
"1998",17,"P2","c4",12,16
"1999",17,"P2","c4",12,16
"2000",17,"P2","c4",12,16
"2001",17,"P2","c4",12,16
"2002",17,"P2","c4",12,16
"2003",17,"P2","c4",12,16
"2004",17,"P2","c4",12,16
"2005",17,"P2","c4",12,16
"2006",17,"P2","c4",12,16
"2007",17,"P2","c4",12,16
"2008",17,"P2","c4",12,16
"2009",17,"P2","c4",12,16
"2010",17,"P2","c4",12,16
"2011",17,"P2","c4",12,16
"2012",17,"P2","c4",12,16
"2013",17,"P2","c4",12,16
"2014",18,"P2","c4",12,16
"2015",18,"P2","c4",12,16
"2016",18,"P2","c4",12,16
"2017",18,"P2","c4",12,16
"2018",18,"P2","c4",12,16
"2019",18,"P2","c4",12,16
"2020",18,"P2","c4",12,16
"2021",18,"P2","c4",12,16
"2022",18,"P2","c4",12,16
"2023",18,"P2","c4",12,16
"2024",18,"P2","c4",12,16
"2025",18,"P2","c4",12,16
"2026",18,"P2","c4",12,16
"2027",18,"P2","c4",12,16
"2028",18,"P2","c4",12,16
"2029",18,"P2","c4",12,16
"2030",18,"P2","c4",12,16
"2031",18,"P2","c4",12,16
"2032",18,"P2","c4",12,16
"2033",18,"P2","c4",12,16
"2034",18,"P2","c4",12,16
"2035",18,"P2","c4",12,16
"2036",19,"P2","c4",12,16
"2037",19,"P2","c4",12,16
"2038",19,"P2","c4",12,16
"2039",19,"P2","c4",12,16
"2040",19,"P2","c4",12,16
"2041",19,"P2","c4",12,16
"2042",19,"P2","c4",12,16
"2043",19,"P2","c4",12,16
"2044",19,"P2","c4",12,16
"2045",19,"P2","c4",12,16
"2046",19,"P2","c4",12,16
"2047",19,"P2","c4",12,16
"2048",19,"P2","c4",12,16
"2049",19,"P2","c4",12,16
"2050",20,"P2","c4",12,16
"2051",20,"P2","c4",12,16
"2052",20,"P2","c4",12,16
"2053",20,"P2","c4",12,16
"2054",20,"P2","c4",12,16
"2055",20,"P2","c4",12,16
"2056",20,"P2","c4",12,16
"2057",20,"P2","c4",12,16
"2058",20,"P2","c4",12,16
"2059",20,"P2","c4",12,16
"2060",20,"P2","c4",12,16
"2061",20,"P2","c4",12,16
"2062",20,"P2","c4",12,16
"2063",20,"P2","c4",12,16
"2064",20,"P2","c4",12,16
"2065",20,"P2","c4",12,16
"2066",20,"P2","c4",12,16
"2067",21,"P2","c4",12,16
"2068",21,"P2","c4",12,16
"2069",21,"P2","c4",12,16
"2070",21,"P2","c4",12,16
"2071",21,"P2","c4",12,16
"2072",21,"P2","c4",12,16
"2073",21,"P2","c4",12,16
"2074",21,"P2","c4",12,16
"2075",21,"P2","c4",12,16
"2076",21,"P2","c4",12,16
"2077",21,"P2","c4",12,16
"2078",21,"P2","c4",12,16
"2079",21,"P2","c4",12,16
"2080",22,"P2","c4",12,16
"2081",22,"P2","c4",12,16
"2082",22,"P2","c4",12,16
"2083",22,"P2","c4",12,16
"2084",22,"P2","c4",12,16
"2085",22,"P2","c4",12,16
"2086",22,"P2","c4",12,16
"2087",22,"P2","c4",12,16
"2088",22,"P2","c4",12,16
"2089",22,"P2","c4",12,16
"2090",22,"P2","c4",12,16
"2091",22,"P2","c4",12,16
"2092",23,"P2","c4",12,16
"2093",23,"P2","c4",12,16
"2094",23,"P2","c4",12,16
"2095",23,"P2","c4",12,16
"2096",23,"P2","c4",12,16
"2097",23,"P2","c4",12,16
"2098",23,"P2","c4",12,16
"2099",23,"P2","c4",12,16
"2100",23,"P2","c4",12,16
"2101",23,"P2","c4",12,16
"2102",23,"P2","c4",12,16
"2103",23,"P2","c4",12,16
"2104",23,"P2","c4",12,16
"2105",23,"P2","c4",12,16
"2106",23,"P2","c4",12,16
"2107",23,"P2","c4",12,16
"2108",23,"P2","c4",12,16
"2109",23,"P2","c4",12,16
"2110",23,"P2","c4",12,16
"2111",23,"P2","c4",12,16
"2112",24,"P2","c4",12,16
"2113",24,"P2","c4",12,16
"2114",24,"P2","c4",12,16
"2115",24,"P2","c4",12,16
"2116",24,"P2","c4",12,16
"2117",24,"P2","c4",12,16
"2118",24,"P2","c4",12,16
"2119",24,"P2","c4",12,16
"2120",24,"P2","c4",12,16
"2121",24,"P2","c4",12,16
"2122",24,"P2","c4",12,16
"2123",24,"P2","c4",12,16
"2124",24,"P2","c4",12,16
"2125",24,"P2","c4",12,16
"2126",24,"P2","c4",12,16
"2127",24,"P2","c4",12,16
"2128",24,"P2","c4",12,16
"2129",24,"P2","c4",12,16
"2130",24,"P2","c4",12,16
"2131",1,"P1","c5",16,NA
"2132",1,"P1","c5",16,NA
"2133",1,"P1","c5",16,NA
"2134",1,"P1","c5",16,NA
"2135",1,"P1","c5",16,NA
"2136",1,"P1","c5",16,NA
"2137",1,"P1","c5",16,NA
"2138",1,"P1","c5",16,NA
"2139",1,"P1","c5",16,NA
"2140",1,"P1","c5",16,NA
"2141",1,"P1","c5",16,NA
"2142",1,"P1","c5",16,NA
"2143",1,"P1","c5",16,NA
"2144",1,"P1","c5",16,NA
"2145",2,"P1","c5",16,NA
"2146",2,"P1","c5",16,NA
"2147",2,"P1","c5",16,NA
"2148",2,"P1","c5",16,NA
"2149",2,"P1","c5",16,NA
"2150",2,"P1","c5",16,NA
"2151",2,"P1","c5",16,NA
"2152",2,"P1","c5",16,NA
"2153",2,"P1","c5",16,NA
"2154",2,"P1","c5",16,NA
"2155",3,"P1","c5",16,NA
"2156",3,"P1","c5",16,NA
"2157",3,"P1","c5",16,NA
"2158",3,"P1","c5",16,NA
"2159",3,"P1","c5",16,NA
"2160",3,"P1","c5",16,NA
"2161",3,"P1","c5",16,NA
"2162",3,"P1","c5",16,NA
"2163",4,"P1","c5",16,NA
"2164",4,"P1","c5",16,NA
"2165",4,"P1","c5",16,NA
"2166",5,"P1","c5",16,NA
"2167",5,"P1","c5",16,NA
"2168",5,"P1","c5",16,NA
"2169",6,"P1","c5",16,NA
"2170",6,"P1","c5",16,NA
"2171",6,"P1","c5",16,NA
"2172",6,"P1","c5",16,NA
"2173",6,"P1","c5",16,NA
"2174",6,"P1","c5",16,NA
"2175",6,"P1","c5",16,NA
"2176",6,"P1","c5",16,NA
"2177",6,"P1","c5",16,NA
"2178",6,"P1","c5",16,NA
"2179",7,"P1","c5",16,NA
"2180",7,"P1","c5",16,NA
"2181",7,"P1","c5",16,NA
"2182",7,"P1","c5",16,NA
"2183",7,"P1","c5",16,NA
"2184",7,"P1","c5",16,NA
"2185",7,"P1","c5",16,NA
"2186",7,"P1","c5",16,NA
"2187",7,"P1","c5",16,NA
"2188",8,"P1","c5",16,NA
"2189",9,"P1","c5",16,NA
"2190",9,"P1","c5",16,NA
"2191",9,"P1","c5",16,NA
"2192",9,"P1","c5",16,NA
"2193",9,"P1","c5",16,NA
"2194",9,"P1","c5",16,NA
"2195",9,"P1","c5",16,NA
"2196",9,"P1","c5",16,NA
"2197",10,"P1","c5",16,NA
"2198",10,"P1","c5",16,NA
"2199",10,"P1","c5",16,NA
"2200",10,"P1","c5",16,NA
"2201",10,"P1","c5",16,NA
"2202",10,"P1","c5",16,NA
"2203",10,"P1","c5",16,NA
"2204",10,"P1","c5",16,NA
"2205",11,"P1","c5",16,NA
"2206",11,"P1","c5",16,NA
"2207",11,"P1","c5",16,NA
"2208",11,"P1","c5",16,NA
"2209",11,"P1","c5",16,NA
"2210",11,"P1","c5",16,NA
"2211",11,"P1","c5",16,NA
"2212",12,"P1","c5",16,NA
"2213",12,"P1","c5",16,NA
"2214",12,"P1","c5",16,NA
"2215",12,"P1","c5",16,NA
"2216",12,"P1","c5",16,NA
"2217",12,"P1","c5",16,NA
"2218",12,"P1","c5",16,NA
"2219",12,"P1","c5",16,NA
"2220",12,"P1","c5",16,NA
"2221",12,"P1","c5",16,NA
"2222",13,"P2","c5",16,NA
"2223",13,"P2","c5",16,NA
"2224",13,"P2","c5",16,NA
"2225",13,"P2","c5",16,NA
"2226",13,"P2","c5",16,NA
"2227",13,"P2","c5",16,NA
"2228",13,"P2","c5",16,NA
"2229",13,"P2","c5",16,NA
"2230",13,"P2","c5",16,NA
"2231",13,"P2","c5",16,NA
"2232",13,"P2","c5",16,NA
"2233",13,"P2","c5",16,NA
"2234",13,"P2","c5",16,NA
"2235",13,"P2","c5",16,NA
"2236",13,"P2","c5",16,NA
"2237",13,"P2","c5",16,NA
"2238",13,"P2","c5",16,NA
"2239",13,"P2","c5",16,NA
"2240",13,"P2","c5",16,NA
"2241",14,"P2","c5",16,NA
"2242",14,"P2","c5",16,NA
"2243",14,"P2","c5",16,NA
"2244",14,"P2","c5",16,NA
"2245",14,"P2","c5",16,NA
"2246",14,"P2","c5",16,NA
"2247",14,"P2","c5",16,NA
"2248",14,"P2","c5",16,NA
"2249",14,"P2","c5",16,NA
"2250",14,"P2","c5",16,NA
"2251",14,"P2","c5",16,NA
"2252",14,"P2","c5",16,NA
"2253",14,"P2","c5",16,NA
"2254",14,"P2","c5",16,NA
"2255",14,"P2","c5",16,NA
"2256",15,"P2","c5",16,NA
"2257",15,"P2","c5",16,NA
"2258",15,"P2","c5",16,NA
"2259",15,"P2","c5",16,NA
"2260",15,"P2","c5",16,NA
"2261",15,"P2","c5",16,NA
"2262",15,"P2","c5",16,NA
"2263",15,"P2","c5",16,NA
"2264",15,"P2","c5",16,NA
"2265",15,"P2","c5",16,NA
"2266",15,"P2","c5",16,NA
"2267",15,"P2","c5",16,NA
"2268",15,"P2","c5",16,NA
"2269",15,"P2","c5",16,NA
"2270",15,"P2","c5",16,NA
"2271",15,"P2","c5",16,NA
"2272",15,"P2","c5",16,NA
"2273",15,"P2","c5",16,NA
"2274",15,"P2","c5",16,NA
"2275",16,"P2","c5",16,NA
"2276",16,"P2","c5",16,NA
"2277",16,"P2","c5",16,NA
"2278",16,"P2","c5",16,NA
"2279",16,"P2","c5",16,NA
"2280",16,"P2","c5",16,NA
"2281",16,"P2","c5",16,NA
"2282",16,"P2","c5",16,NA
"2283",16,"P2","c5",16,NA
"2284",16,"P2","c5",16,NA
"2285",16,"P2","c5",16,NA
"2286",16,"P2","c5",16,NA
"2287",16,"P2","c5",16,NA
"2288",16,"P2","c5",16,NA
"2289",16,"P2","c5",16,NA
"2290",16,"P2","c5",16,NA
"2291",16,"P2","c5",16,NA
"2292",16,"P2","c5",16,NA
"2293",16,"P2","c5",16,NA
"2294",16,"P2","c5",16,NA
"2295",17,"P2","c5",16,NA
"2296",17,"P2","c5",16,NA
"2297",17,"P2","c5",16,NA
"2298",17,"P2","c5",16,NA
"2299",17,"P2","c5",16,NA
"2300",17,"P2","c5",16,NA
"2301",17,"P2","c5",16,NA
"2302",17,"P2","c5",16,NA
"2303",17,"P2","c5",16,NA
"2304",17,"P2","c5",16,NA
"2305",17,"P2","c5",16,NA
"2306",17,"P2","c5",16,NA
"2307",17,"P2","c5",16,NA
"2308",17,"P2","c5",16,NA
"2309",17,"P2","c5",16,NA
"2310",17,"P2","c5",16,NA
"2311",17,"P2","c5",16,NA
"2312",17,"P2","c5",16,NA
"2313",17,"P2","c5",16,NA
"2314",17,"P2","c5",16,NA
"2315",18,"P2","c5",16,NA
"2316",18,"P2","c5",16,NA
"2317",18,"P2","c5",16,NA
"2318",18,"P2","c5",16,NA
"2319",18,"P2","c5",16,NA
"2320",18,"P2","c5",16,NA
"2321",18,"P2","c5",16,NA
"2322",18,"P2","c5",16,NA
"2323",18,"P2","c5",16,NA
"2324",18,"P2","c5",16,NA
"2325",18,"P2","c5",16,NA
"2326",18,"P2","c5",16,NA
"2327",18,"P2","c5",16,NA
"2328",19,"P2","c5",16,NA
"2329",19,"P2","c5",16,NA
"2330",19,"P2","c5",16,NA
"2331",19,"P2","c5",16,NA
"2332",19,"P2","c5",16,NA
"2333",19,"P2","c5",16,NA
"2334",19,"P2","c5",16,NA
"2335",19,"P2","c5",16,NA
"2336",19,"P2","c5",16,NA
"2337",19,"P2","c5",16,NA
"2338",19,"P2","c5",16,NA
"2339",19,"P2","c5",16,NA
"2340",19,"P2","c5",16,NA
"2341",19,"P2","c5",16,NA
"2342",19,"P2","c5",16,NA
"2343",19,"P2","c5",16,NA
"2344",19,"P2","c5",16,NA
"2345",19,"P2","c5",16,NA
"2346",20,"P2","c5",16,NA
"2347",20,"P2","c5",16,NA
"2348",20,"P2","c5",16,NA
"2349",20,"P2","c5",16,NA
"2350",20,"P2","c5",16,NA
"2351",20,"P2","c5",16,NA
"2352",20,"P2","c5",16,NA
"2353",20,"P2","c5",16,NA
"2354",20,"P2","c5",16,NA
"2355",20,"P2","c5",16,NA
"2356",20,"P2","c5",16,NA
"2357",21,"P2","c5",16,NA
"2358",21,"P2","c5",16,NA
"2359",21,"P2","c5",16,NA
"2360",21,"P2","c5",16,NA
"2361",21,"P2","c5",16,NA
"2362",21,"P2","c5",16,NA
"2363",21,"P2","c5",16,NA
"2364",21,"P2","c5",16,NA
"2365",21,"P2","c5",16,NA
"2366",21,"P2","c5",16,NA
"2367",21,"P2","c5",16,NA
"2368",21,"P2","c5",16,NA
"2369",21,"P2","c5",16,NA
"2370",21,"P2","c5",16,NA
"2371",21,"P2","c5",16,NA
"2372",21,"P2","c5",16,NA
"2373",21,"P2","c5",16,NA
"2374",21,"P2","c5",16,NA
"2375",21,"P2","c5",16,NA
"2376",21,"P2","c5",16,NA
"2377",21,"P2","c5",16,NA
"2378",22,"P2","c5",16,NA
"2379",22,"P2","c5",16,NA
"2380",22,"P2","c5",16,NA
"2381",22,"P2","c5",16,NA
"2382",22,"P2","c5",16,NA
"2383",22,"P2","c5",16,NA
"2384",22,"P2","c5",16,NA
"2385",22,"P2","c5",16,NA
"2386",22,"P2","c5",16,NA
"2387",22,"P2","c5",16,NA
"2388",22,"P2","c5",16,NA
"2389",22,"P2","c5",16,NA
"2390",22,"P2","c5",16,NA
"2391",22,"P2","c5",16,NA
"2392",22,"P2","c5",16,NA
"2393",22,"P2","c5",16,NA
"2394",22,"P2","c5",16,NA
"2395",22,"P2","c5",16,NA
"2396",22,"P2","c5",16,NA
"2397",22,"P2","c5",16,NA
"2398",22,"P2","c5",16,NA
"2399",22,"P2","c5",16,NA
"2400",22,"P2","c5",16,NA
"2401",22,"P2","c5",16,NA
"2402",22,"P2","c5",16,NA
"2403",22,"P2","c5",16,NA
"2404",23,"P2","c5",16,NA
"2405",23,"P2","c5",16,NA
"2406",23,"P2","c5",16,NA
"2407",23,"P2","c5",16,NA
"2408",23,"P2","c5",16,NA
"2409",23,"P2","c5",16,NA
"2410",23,"P2","c5",16,NA
"2411",23,"P2","c5",16,NA
"2412",23,"P2","c5",16,NA
"2413",23,"P2","c5",16,NA
"2414",23,"P2","c5",16,NA
"2415",23,"P2","c5",16,NA
"2416",23,"P2","c5",16,NA
"2417",23,"P2","c5",16,NA
"2418",23,"P2","c5",16,NA
"2419",23,"P2","c5",16,NA
"2420",23,"P2","c5",16,NA
"2421",23,"P2","c5",16,NA
"2422",23,"P2","c5",16,NA
"2423",23,"P2","c5",16,NA
"2424",23,"P2","c5",16,NA
"2425",23,"P2","c5",16,NA
"2426",24,"P2","c5",16,NA
"2427",24,"P2","c5",16,NA
"2428",24,"P2","c5",16,NA
"2429",24,"P2","c5",16,NA
"2430",24,"P2","c5",16,NA
"2431",24,"P2","c5",16,NA
"2432",24,"P2","c5",16,NA
"2433",24,"P2","c5",16,NA
"2434",24,"P2","c5",16,NA
"2435",24,"P2","c5",16,NA
"2436",24,"P2","c5",16,NA
"2437",24,"P2","c5",16,NA
"2438",24,"P2","c5",16,NA
"2439",24,"P2","c5",16,NA
"2440",24,"P2","c5",16,NA
"2441",24,"P2","c5",16,NA
